200,B07R32GXS5,"Lenovo ThinkPad E590 15.6"" FHD (1920x1080) IPS Anti-Glare Display - Intel Core i7-8565U Processor, 16GB RAM, 1TB PCIe-NVMe SSD, 1TB Hard Drive, Windows 10 Pro 64-bit",,"April 22, 2019",15.6 Inches,,1920 x 1080,1.8 GHz core_i7,16 GB DDR4,2400 MHz,1 TB SSD,Intel UHD Graphics 620,Intel,Integrated,"802.11a/b/g/n/ac, 802.11abg, 802.11a/b/g/n, 802.11a",,,Lenovo,Thinkpad,E590,PC,Windows 10,4.7 pounds,14.52 x 9.94 x 0.78 inches,,,Intel,4,SODIMM,1 TB,Solid State,,,1 Lithium Ion batteries required. (included)
200,B0B85SFTVH,"Newest Dell Inspiron 3000 i3511 Laptop - 15.6"" FHD Touchscreen - 11th Gen Intel Core i7-1165G7 - Iris Xe Graphics - 16GB DDR4 - 512GB NVMe SSD - HDMI Bluetooth Wi-Fi - Windows 11 Home",,"August 26, 2022",15.6 Inches,1920 x 1080 pixels,1920 x 1080 Pixels,2.8 GHz core_i7_family,16 GB DDR4,,512 GB SSD,Intel Iris Xe Graphics,Intel,Integrated,802.11ac,2,,Dell,Inspiron 3000,i3511,PC,Windows 11 Home,3.8 pounds,14.11 x 9.27 x 0.74 inches,,Carbon Black,Intel,4,DDR4 SDRAM,,Solid State,,AC & Battery,
200,B075FVDRK2,"ASUS ZenBook 3 UX390UA 12.5"" Laptop Intel Core i7-7500U 16GB RAM 512GB SATA SSD with Fingerprint Sensor, Royal Blue Windows 10 Pro",$719.99,"September 7, 2017",12.5 Inches,,,2.7 GHz core_i7,16 GB,3.5 GHz,512 GB SSD,Intel HD Graphics,Intel,Integrated,802.11ac,,9 Hours,ASUS,T304UA - XS74T,UX390UA-XS74-BL,PC,Windows 10,2 pounds,11.7 x 7.5 x 0.5 inches,,,Intel,2,DDR4 SDRAM,512 GB,Solid State,,Battery Powered,1 Lithium Polymer batteries required. (included)
200,B08121GR8T,"Lenovo - Yoga C940 2-in-1 15.6"" Touch-Screen Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce GTX 1650 - 512GB SSD - Iron Gray","$2,699.00","November 5, 2019",,,,,,,,,,,,,,,,81TE0000US,,,4.34 pounds,14 x 9.4 x 0.8 inches,,,,,,,,,,1 Lithium Ion batteries required. (included)
200,B0B8T1BG7T,"Lenovo Latest ThinkPad P1 Gen 4 Laptop, Intel i7-1180H (8 Cores), 16.0"" 2K (2560 x 1600) IPS Anti-Glare, 32GB DDR4, 2TB SSD, Nvidia T1200, 1080p Camera, Win 11 Pro - Black","$1,729.00","August 5, 2022",16 Inches,,2560x1600,4.6 GHz core_i7_family,32 GB DDR4,3200 MHz,2 TB SSD,,NVIDIA,NVIDIA T1200 4GB,Bluetooth,2,,Lenovo,ThinkPad P1 Gen 4,20Y3-i7-32GB-2TB-T1200,,Windows 11 Pro,3.99 pounds,,,Black,Intel,8,DDR4 SDRAM,32 GB,,No,,1 Lithium Ion batteries required. (included)
200,B0812PFX36,"ASUS TUF Gaming Laptop, 15.6” 120Hz FHD IPS-Type, AMD Ryzen 5-3550H, GeForce RTX 2060, 16GB DDR4, 512GB PCIe SSD, Gigabit Wi-Fi 5, Windows 10 Home, FX505DV-EH54",$899.00,"December 25, 2019",15.6 Inches,,1920 x 1080 Pixels,3.5 GHz ryzen_5,16 GB DDR4,,512 GB SSD,NVIDIA GeForce RTX 2060,NVIDIA,Dedicated,"Bluetooth, 802.11a/g/n/ac",,48 Watt Hours,ASUS,,FX505DV-EH54,PC,Windows 10 Home,4.85 pounds,14.2 x 10.3 x 1 inches,,Black,AMD,4,DDR4 SDRAM,512,Solid State,,,1 Lithium Ion batteries required. (included)
200,B09HXXXRRG,"Lenovo 2021 Legion 5 Pro: Ryzen 7 5800H, NVidia RTX 3070, 16"" QHD (2560x1600) IPS 165Hz Display, 16GB RAM, 512GB SSD","$1,280.98","October 1, 2021",16 Inches,2560 x 1600 pixels,2560 x 1600 Pixels,3.2 GHz ryzen_7_5800h,16 GB DDR4,3200 MHz,512 GB SSD,NVIDIA GeForce RTX 3070,NVIDIA,Dedicated,802.11ax,,,Lenovo,Legion 5 Pro,82JQ,PC,Windows 11 Home,5.4 pounds,,,Gray,Intel,8,DDR4 SDRAM,512 GB,Solid State,,,1 Lithium Ion batteries required. (included)
200,B0BNCY8GZ4,"2022 Newest ASUS Military-Grade Student Laptop, 11.6"" HD Certified Eye-Care Display, Intel Dual-Core Processor, 4GB RAM, Ethernet Port, Spill-Resistant Keyboard, Win10 Pro (256GB Storage) (Renewed)",,"November 25, 2022",11.6 Inches,,1366 x 768 Pixels,2.8 GHz celeron_n,4 GB DDR4,2666 MHz,256 GB SSD,Intel UHD Graphics,Intel,Integrated,"Bluetooth, 802.11a/b/g/n/ac",,,ASUS,,,PC,Windows 10 Pro,2.86 pounds,,,,Intel,2,DDR4 SDRAM,256 GB,Serial ATA,,,
200,B08C6XNSM3,"Lenovo Legion 5 15 Gaming Laptop, 15.6"" FHD 165Hz Display, AMD Ryzen 7 5800H,NVIDIA GeForce RTX 3050Ti,RGB Backlight, 32GB RAM, 1TB PCIe SSD, Windows 11H /ES 32GB USB","$1,349.00","July 2, 2020",15.6 Inches,,1920x1080 Pixels,3.2 GHz amd_ryzen_7_5800h,32 GB DDR4,4.5 GHz,1 TB SSD,NVIDIA GeForce RTX 3050 Ti 4GB GDDR6,NVIDIA,Dedicated,Bluetooth,,9 Hours,Lenovo,Lenovo Ryzen 3,Lenovo Legion 5,PC,Windows 10,4.1 pounds,14.3 x 10 x 0.8 inches,,,AMD,8,DDR4 SDRAM,2 TB,Solid State,,Battery Powered,1 Lithium Ion batteries required.
200,B09TK4ZJVF,"HP 2022 14"" Diagonal Full HD Laptop PC, 11th Gen Intel Core i3-1125G4 Processor, Intel UHD Graphics, 4GB RAM, 128GB SSD, 802.11ac, Bluetooth , HDMI, Windows 10 Home, Black W/ Silmarils Accessories",$319.99,"February 28, 2022",14 Inches,1920 x 1080 pixels,1920 x 1080 Pixels,3.7 GHz core_i3,4 GB DDR4,2666 MHz,128 GB SSD,Intel UHD Graphics,Intel,Integrated,"Bluetooth, 802.11a",,,HP,,hp-20tg,PC,Windows 10,3.24 pounds,12.76 x 8.86 x 0.71 inches,,,Intel,4,DDR4 SDRAM,128 GB,Solid State,,AC & Battery,
200,B005IUFKKW,"Compaq Presario Cq57-229wm Replacement LAPTOP LCD Screen 15.6"" WXGA HD LED DIODE (Substitute Replacement LCD Screen Only. Not a Laptop )",$51.05,"‎November 23, 2011",15.6 Inches,,1366 x 768,,,,,,,,,,,HP,,LED-1366-768-G-40-15.6-180,,,8 ounces,17.5 x 10.5 x 1.5 inches,,,,,,,,,,
200,B08VWZDDW1,"2021 Lenovo Ideapad 3 High Performance Business Laptop 15.6"" HD Touchscreen -Intel 10th Gen i5-10210U Quad Core - 12GB DDR4 512GB SSD - WiFi 6 - Win10 Pro w/ RATZK 32GB USB Drive",,"February 4, 2021",15.6 Inches,1366x768,1366x768 Pixels,1.6 GHz core_i5_family,12 GB DDR4,2666 MHz,512 GB SSD,Intel UHD Graphics,Intel,Integrated,801.11ac,2,5 Hours,Lenovo,81WR000DUS,81WR000DUS,PC,Windows 10 Pro,4.07 pounds,14.26 x 9.98 x 0.78 inches,,Almond,Intel,4,DDR4 SDRAM,,PCIE x 4,,AC & Battery,1 Lithium Ion batteries required. (included)
200,B0B85Q9Q9Q,Latest Dell Inspiron 5000 i5402 14” FHD Business Laptop 4-Core Intel 11th i5-1135G7 12GB DDR4 256GB NVMe SSD Intel Iris Xe Graphics HDMI Backlit Keyboard Fingerprint Wi-Fi 6 Windows 11 Pro,,"August 27, 2022",14 Inches,1920 x 1080 pixels,1920 x 1080 Pixels,1 GHz core_i5_family,12 GB SO-DIMM,3200 MHz,256 GB SSD,Intel Iris Xe Graphics,Intel,Integrated,802.11ac,,6 Hours,Dell,Dell 5000,Dell i5402,PC,Windows 11 Pro,3.13 pounds,,,Platinum Silver,Intel,4,DDR4 SDRAM,,Solid State,,AC & Battery,1 Lithium Ion batteries required. (included)
200,B08HVSQ6BM,"HP 16"" EliteBook 860 G9 Laptop - 16"" IPS SureView Reflect - Intel Core i7-1255U 10-Core (12th Gen) - 256GB SSD - 16GB - Windows 11 pro","$1,595.00","September 11, 2020",14 Inches,,1920x1200 Pixels,4.7 GHz apple_ci7,16 GB DDR5,4800 MHz,256 GB SSD,Intel Iris Xe Graphics,Intel,Integrated,Bluetooth,,,HP,EliteBook 860,1040,PC,Windows 11 Pro,4.79 pounds,,,,Intel,10,DDR4 SDRAM,512 GB,ESATA,,,1 Lithium Ion batteries required. (included)
200,B08PFG2P9G,"2021 HP High Performance Laptop - 15.6"" FHD IPS Touchscreen - i5-1035G1 Quad-Core CPU - 16GB DDR4 - 512GB NVMe SSD - HD Webcam -Bluethooth -Win 10 Pro - w/ RATZK 32GB USB Drive",,"December 2, 2020",15.6 Inches,1920 x 1080 pixels,1920x1080 Pixels,1 GHz core_i5,16 GB SO-DIMM,2666 MHz,512 GB SSD,Intel UHD Graphics,Intel,Integrated,802.11ac,3,7 Hours,HP,15-DY1059MS,15-DY1059MS,PC,Windows 10 Pro,3.24 pounds,14.11 x 8.9 x 0.71 inches,,Silver,Intel,4,DDR4 SDRAM,,Solid State,,AC & Battery,1 Lithium Ion batteries required. (included)
200,B0B3JRSYW4,"2022 Newest Lenovo IdeaPad 3i Laptop, 15.6"" FHD Anti-Glare Display, AMD Ryzen 3 3200U Dual-Core Processor, AMD Radeon Vega 3 Graphics, 20GB RAM, 1TB SSD, HDMI, Windows 10 + Microfiber Cloth",$499.00,"June 8, 2022",15.6 Inches,,1920 x 1080 Pixels,3.5 GHz ryzen_3_3200u,128 GB DDR4,2666 MHz,1 TB SSD,AMD Radeon Graphics,Intel,Integrated,"Bluetooth, 802.11ab",,,Lenovo,IdeaPad,IdeaPad,PC,Windows 10,5.44 pounds,,,,AMD,2,DDR4 SDRAM,,PCIE x 4,,,
200,B07826TC8C,"Dell 2018 Flagship Inspiron 15 FHD IPS Touchscreen 2-in-1 Convertible Laptop (Intel Core i7-8550U Processor, 16GB RAM, 512GB SSD, Backlit Keyboard,Intel HD, WiFi, Bluetooth, HDMI, Windows 10)",$799.00,"December 10, 2017",15.6 Inches,,,4 GHz apple_ci7,16 GB DDR4,2400 MHz,512 GB SSD,Intel UHD Graphics 620,Intel,Integrated,802.11ac,2,42 Watt Hours,Dell,Dell Inspiron,DELL,PC,Windows 10,4.8 pounds,9.96 x 14.99 x 0.8 inches,,Silver,Intel,4,DDR4 SDRAM,512,,No Optical Drive,Battery Powered,1 Lithium Polymer batteries required. (included)
200,B07WXQ4V3R,"HP 2019 Newest 14"" Touch-Screen Laptop Intel Core i3 4GB RAM 128GB SSD Windows 10- Ash Silver Keyboard Frame",$357.74,"August 23, 2019",14 Inches,1366x768,1366 x 768,2.1 GHz apple_ci3,4 GB SDRAM,2400 MHz,128 GB SSD,Intel UHD Graphics 620,Intel,Integrated,"Bluetooth, 802.11bgn",,,HP,DQ0011DX,14-DQ0011DX,PC,Windows 10 S,3.2 pounds,12.76 x 8.86 x 0.71 inches,,,Intel,2,DDR4 SDRAM,,Solid State,No Optical Drive,,1 Lithium Metal batteries required. (included)
200,B08G3T3G9X,"HP OMEN | 15-EN0023DX/Gaming 15.6"" Laptop | AMD Ryzen 7/4800H | 16GB DDR4 3200/MHz | 1TB PCIe NVMe M.2 SSD | NVIDIA GeForce GTX 1660 Ti | Backlit Keyboard/Windows 10 Home",,"August 18, 2020",15.6 Inches,1920 x 1080 pixels,1920 x 1080 Pixels,2.9 GHz ryzen_7_4800h,16 GB DIMM,3200 MHz,1 TB SSD,NVIDIA GeForce GTX 1660Ti,NVIDIA,Dedicated,Bluetooth,,,HP,15-EN0023DX,15-EN0023DX,PC,Windows 10,5.5 pounds,14 x 9.4 x 0.9 inches,,Mica Silver,Intel,8,DDR4 SDRAM,1 TB,Solid State,,AC & Battery,1 Lithium Metal batteries required.
200,B0845Y1FRN,"ASUS ROG Strix 17.3"" 1080P Portable Gaming Monitor (XG17AHPE) - Full HD, IPS, 240Hz, 3ms, Adaptive-Sync, Smart Case, Ultra-slim, USB-C Power Delivery, Micro HDMI, For Laptop, PC, Phone, Console, Black",$469.00,"‎February 24, 2020",17.3 Inches,1920 x 1080,1920 x 1080 Pixels,,,,,,,,,,,ASUS,XG17AHPE,XG17AHPE,,,2.34 pounds,9.86 x 15.71 x 0.39 inches,,BLACK,,,,,,,,1 Lithium Polymer batteries required. (included)
200,B015JVBS8C,"Dell Inspiron i3552-5240BLK 15.6 Inch Laptop (Intel Pentium, 4 GB RAM, 500 GB HDD)",,"September 18, 2015",15.6 Inches,,1366 x 768 pixels,1.6 GHz pentium,4 GB DDR3L SDRAM,1600 MHz,500 GB SATA,Intel HD Integrated Graphics,Intel,Integrated,802.11bgn,1,,Dell,Inspiron,i3552-5240BLK,,Windows 10,4.85 pounds,10.25 x 14.96 x 0.85 inches,,Black,Intel,4,DDR3 SDRAM,128 GB,,,,1 Lithium Ion batteries required. (included)
200,B09RJWXQS1,"HP 2022 Pavilion 15.6"" FHD Touchscreen Laptop 11th Gen 4-Core Intel i7-1195G7 32GB DDR4 1TB NVMe SSD Iris Xe Graphics HDMI Webcam WiFi-6 Bluetooth Backlit Keyboard Windows 11 Pro w/ 32GB USB",,"January 31, 2022",15.6 Inches,1920 x 1080 pixels,1920 x 1080 Pixels,2.4 GHz core_i7_family,32 GB DDR4,3200 MHz,1 TB SSD,Intel Iris Xe Graphics,Intel,Integrated,802.11ax,3,,HP,15-EG1073CL,15-EG1073CL,PC,Windows 11 Pro,4.84 pounds,14.18 x 9.21 x 0.7 inches,,Blue,Intel,4,DDR4 SDRAM,,Solid State,No Optical Drive,AC & Battery,1 Lithium Ion batteries required. (included)
200,B08C26DMNM,"Lenovo ThinkPad T16 16"" FHD+ (Intel Quad-Core i5-1255U, 16GB RAM, 512GB PCIe SSD) Business Laptop, Backlit Keyboard, Fingerprint, Thunderbolt 4, Webcam, IST Computers Bag, Windows 11 Pro",,"June 29, 2020",15.6 Inches,1920 x 1080 pixels,1920x1080 Pixels,2.4 GHz intel_core_i5_1135g7,16 GB DDR4,3200 MHz,512 GB SSD,Integrated Intel Iris Xe Graphics,Intel,Integrated,"Bluetooth, 802.11ax",,,Lenovo,ThinkPad T16,ThinkPad T15 Gen 2,PC,Windows 10 Pro,4.01 pounds,14.4 x 9.8 x 0.8 inches,,Black,Intel,10,DDR4 SDRAM,512 GB,Solid State,,AC & Battery,1 Lithium Ion batteries required. (included)
200,B06ZZTXT6H,"Dell XPS 15 9560 4K UHD Touch (3840 x 2160) 7th Gen Intel i7-7700HQ Quad Core 1TB SSD, 32GB Ram Thounderbolt NVIDIA GTX 1050 Win 10 Pro Fingerprint Reader Plus Best Notebook Stylus","$1,199.00","January 11, 2017",15.6 Inches,,,,32 GB DDR4,3.8 GHz,256 GB SSD,NVIDIA GeForce GTX 1050,NVIDIA,Dedicated,802.11ac,,,Dell,Dell XPS,,,Windows 10 Home,3.97 pounds,21 x 12 x 2 inches,,Grey,Intel,4,DDR SDRAM,1 TB,,,,1 Lithium Polymer batteries required. (included)
200,B089J162XK,"ASUS TUF VR Ready Gaming Laptop, 15.6"" IPS FHD, AMD Ryzen 7-4800H Octa-Core up to 4.20 GHz, NVIDIA RTX 2060, 8GB RAM, 512GB SSD, RGB Backlit KB, RJ-45 Ethernet, Win 10",$899.99,"June 1, 2020",15.6 Inches,,,,8 GB DDR4,2666 MHz,512 GB,NVIDIA GeForce RTX 2060,NVIDIA,Dedicated,802.11ac,,,ASUS,TUF VR,FA506IV,,Windows 10,5.07 pounds,14.2 x 10.1 x 1 inches,,Gray,AMD,8,DDR4 SDRAM,512 GB,,,,1 Lithium Metal batteries required.
200,B0B6DC7FV4,"HP Laptop 17-CN0006DS 17.3"" Touchscreen, Intel Core i3-1125G4, Intel UHD Graphics, 8GB DDR4 RAM, 256GB SSD Storage, Windows 10 Home, Pale Rose (Renewed)",$359.00,"July 12, 2022",17.3 Inches,,1600x900,3.7 GHz apple_ci3,8 GB DDR4,,256 GB SSD,Intel UHD Graphics,Intel,Integrated,,,,HP,17-CN0006DS,17-CN0006DS,,Windows 10 Home,6.49 pounds,15.78 x 10.15 x 0.81 inches,,,Intel,4,,,Solid State,,,1 Lithium Polymer batteries required. (included)
200,B086YFPW9S,"HP Pavilion 15.6-inch Touchscreen FHD(1920x1080) IPS Laptop PC, 10th Gen Quad Core Intel i7-1065G7 Processor, 12GB DDR4, 1TB HDD, Bluetooth, HDMI, B&O Play Audio, Backlit Keyboard, Windows 10 Home",$959.99,"April 9, 2020",15.6 Inches,1920 x 1080 pixels,1920 x 1080 Pixels,1.3 GHz core_i7,12 GB SDRAM,2666 MHz,1 TB HDD,Intel Iris Plus,Integrated Intel Iris Plus Graphics,Integrated,802.11a,,,HP,HP Pavilion i7-1065G7 FHD Touch,HP Pavilion i7-1065G7 FHD Touch,PC,Windows 10,4.25 pounds,14.24 x 9.67 x 0.7 inches,,Silver,Intel,4,DDR4 SDRAM,,Serial ATA,,AC & Battery,
200,B084BKLHXP,Lenovo,$43.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,B096SN527W,"2020 Dell Latitude 7310 Laptop 13"" - Intel Core i5-10310U - Quad Core 1.7GHz (4.4GHz With Turbo Boost) - 256GB SSD - 16GB RAM - FHD Touchscreen (Renewed)",$449.99,"June 7, 2021",13 Inches,,1920x1080 MP,1.7 GHz core_i5,16 GB DDR4,,256 GB SSD,Intel Integrated Graphics,Intel,Integrated,Bluetooth,,,Dell,Latitude 7310 Laptop,Latitude 7310 Laptop,PC,Windows 10 Pro,2.69 pounds,8 x 12.07 x 0.69 inches,,Carbon Fiber,Intel,4,DDR4 SDRAM,256 GB,Solid State,,,1 Lithium Ion batteries required. (included)
200,B08FX83GHB,"Latest Dell Latitude 3000 3400 14"" Full HD FHD (1920x1080) Business Laptop (Intel Quad-Core i5-8265U, 16GB DDR4 RAM, 256GB SSD) Type-C, RJ-45, HDMI, Windows 10 Pro",,"August 14, 2020",14 Inches,1920 x 1080 pixels,1920x1080 Pixels,1.6 GHz core_i5_family,16 GB DDR4,2400 MHz,256 GB SSD,Intel UHD Graphics 620,Intel,Integrated,802.11ac,,10 Hours,Dell,Latitude 3400,Latitude 3400,PC,Windows 10 Professional 64-bit,3.69 pounds,9.4 x 13 x 0.8 inches,,Black,Intel,4,DDR4 SDRAM,256 GB,Solid State,,AC & Battery,1 Lithium Ion batteries required. (included)
200,B095JDJLBG,"Lenovo ThinkPad X13 Yoga Gen 2 13.3"" Touchscreen 2 in 1 Notebook Intel i7-1185G7 16GB RAM 512GB SSD Black - 920 x 1200 WUXGA Resolution - Intel Corei7-1185G7 Quad-core - Windows 10 Pro - Intel Ir",,"May 10, 2021",13.3 Inches,1920 x 1200 pixels,1920 x 1200 Pixels,3 GHz core_i7,16 GB SDRAM,,512 GB SSD,Intel HD Graphics 520,Intel,Integrated,Bluetooth,,,Lenovo,Lenovo Thinkpad,20W8002TUS,,Windows 10 Pro 64,4.35 pounds,8.4 x 12 x 0.6 inches,,Black,Intel,4,SDRAM,512 GB,Ethernet,,Battery Powered,1 Lithium Ion batteries required.
200,B08YP1DT8N,"HP 13.3"" EliteBook x360 830 G8 Multi-Touch 2-in-1 Laptop (Wi-Fi Only)",$779.00,"March 11, 2021",13.3 Inches,1920 x 1080 pixels,,2.6 GHz core_i5,,2.6 GHz,SSD,,Intel,Integrated,802.11ax,4,,HP,346N0UT#ABA,346N0UT#ABA,,Windows 10 Pro,19 pounds,12.11 x 8.05 x 0.7 inches,,Silver,Intel,1,DDR4 SDRAM,,,BD-R,Battery Powered,1 Lithium Ion batteries required. (included)
200,B01J7KV9OE,"HP 15-AU030WM Pavilion Laptop i5-6200U 2.30GHz 8GB RAM 1TB HDD, Touchscreen, Modern Gold",$549.00,"August 3, 2016",15.6 Inches,,1366 x 768 (HD Touch),2.3 GHz core_i5,8 GB DDR4,2.3 GHz,1 TB HDD,Intel HD Graphics 520,Intel,Integrated,"Bluetooth, 802.11bgn, 802.11a",,7 Hours,HP,15-AU030WM,HP Pavilion 15t,PC,Windows 10,4.73 pounds,15 x 9.56 x 0.89 inches,,Modern Gold,Intel i5-6200U,2,DDR3 SDRAM,,,,AC & Battery,1 Lithium Ion batteries required. (included)
200,B07F7YTGPD,Dell G3 15-3579 |Intel Core i7-8750H Processor | 8GB DDR4 | 128GB SSD + 1TB HD | GTX 1050ti 4GB | Win 10 Home,,"July 3, 2018",15 Inches,,,3.9 GHz Core_i7_980,8 GB DDR4,2666 MHz,1 TB SSD,NVIDIA GeForce GTX 1050 Ti,NVIDIA,Dedicated,Bluetooth,,,Dell,G3 15-3579,2724664494002,PC,Windows 10,5.95 pounds,12.05 x 21.54 x 21.3 inches,,Black,Intel,6,DDR4 SDRAM,128 GB,Serial ATA,,,1 Lithium Polymer batteries required.
200,B084QDV558,"ASUS VivoBook S17 S712 Thin and Light 17.3” FHD, Intel Core i7-10510U CPU, 8GB DDR4 RAM, 256GB PCIe NVMe SSD + 1TB HDD, Windows 10 Home, S712FA-DS76, Transparent Silver",,"February 12, 2020",17.3 Inches,1600x900,1920 x 1080 Pixels,4.9 GHz amd_a_series,8 GB SDRAM,2444 MHz,1 TB SSD,Intel UHD Graphics,Intel,Integrated,802.11ac,2,47 Hours,ASUS,VivoBook S17,S712FA-DS76,PC,Windows 10 Home,5.1 pounds,16 x 10.1 x 0.8 inches,,Transperant Silver,Intel,1,DDR4 SDRAM,256,Serial ATA,No Optical Drive,AC & Battery,1 Lithium Ion batteries required. (included)
200,B09T2VDGYX,"2022 HP Pavilion 15.6"" FHD Touchscreen Laptop 11th Gen 4-Core Intel i7-1165G7 32GB DDR4 1TB NVMe SSD Iris Xe Graphics HDMI Webcam WiFi-6 Bluetooth Backlit Keyboard Windows 11 Pro w/ 32GB USB",,"February 22, 2022",15.6 Inches,1920 x 1080 pixels,1920 x 1080 Pixels,2.4 GHz core_i7_family,64 GB DDR4,,1 TB SSD,Intel Iris Xe Graphics,Intel,Integrated,802.11ax,3,,HP,15-EG0070WM,15-EG0070WM,PC,Windows 11 Pro,3.86 pounds,14.18 x 9.21 x 0.7 inches,,Lunar Gold,Intel,4,DDR4 SDRAM,,Solid State,,AC & Battery,1 Lithium Ion batteries required. (included)
200,B01J4JAAZ2,"Flagship HP 15.6"" HD High Performance Laptop - Intel i5 up to 2.8GHz, 8GB RAM, 1TB HDD, WLAN, Webcam, USB 3.0, HDMI, WIN 10",$479.99,"September 28, 2016",15.6 Inches,,1366 x 768,core_i5,8 GB DDR4,2133 MHz,1 TB HDD,Intel HD Graphics 520,Intel,Integrated,Bluetooth,,7 Hours,HP,HP Pavilion,T8TJG,,Windows 10,4.4 pounds,15.12 x 10.02 x 0.95 inches,,Gold,Intel,4,DDR3 SDRAM,,,,Battery Powered,1 Lithium Ion batteries required. (included)
200,B09M49F7X1,"Dell 2021 Newest Inspiron 15 Touchscreen Laptop, 15.6 FHD Display, 11th Gen Intel Core i7-1165G7, Webcam, WiFi, HDMI, Windows 11, Black (32GB RAM | 2TB PCIe SSD)",,"November 18, 2021",15.6 Inches,,1920 x 1080 Pixels,2.8 GHz core_i7_family,32 GB,2.8 GHz,1 TB HDD,Intel Iris X Graphics,Intel,Integrated,Bluetooth,,,Dell,Dell Inspiron 15,Inspiron 15,PC,Windows 11,3.8 pounds,14.11 x 9.27 x 0.74 inches,,Black,Intel,4,DDR4 SDRAM,,Solid State,,Battery Powered,
200,B09QS5YGWP,"2022 Newest HP Pavilion 15.6inch FHD 1080P IPS Laptop, 8-Core AMD Ryzen 7-5700U(Up to 4.3GHz, Beat i7-1180G7), 8GB RAM, 512GB NVMe SSD, Numpad, HDMI, WiFi, USB-A&C,Audio by B&O, Win11 Horizon Blue",$769.99,"January 20, 2022",15.6 Inches,1920 x 1080 pixels,1920 x 1080 Pixels,4.3 GHz amd_ryzen_7_5700u,16 GB SDRAM,1.8 GHz,512 GB SSD,AMD Radeon Graphics,AMD,AMD Radeon Graphics,Bluetooth,,,HP,HP Pavilion,HP,PC,Windows 11,4.6 pounds,14.18 x 9.21 x 0.7 inches,,Horizon Blue,AMD,8,DDR4 SDRAM,512 GB,Solid State,No Optical Drive,AC & Battery,1 Lithium Ion batteries required.
200,B09BDDKM1T,"Lenovo 2021 ThinkPad E15 Gen 2 15.6"" FHD Display Business Laptop (Intel i5-1135G7 4-Core, 32GB RAM, 512GB PCIe SSD, Intel Iris Xe, (1920x1080), Backlit KB, FP, WiFi 6, BT 5.2, Webcam, Win10P) w/Hub",,"January 20, 2022",15.6 Inches,,1920 x 1080 Pixels,,32 GB,,SSD,,Intel,Integrated,Bluetooth,,,Lenovo,,,,Windows 10,,,,,Intel,4,,512 GB,USB 3.2,,Battery Powered,
200,B08XBF1269,"ASUS ZenBook 13 Ultra-Slim Laptop, 13.3” OLED FHD NanoEdge Bezel Display, Intel Core i7-1165G7, 16GB LPDDR4X RAM, 512GB SSD, NumberPad, Thunderbolt 4, Wi-Fi 6, Windows 10 Pro, Pine Grey, UX325EA-XS74",$967.99,"February 24, 2021",13.3 Inches,1920 x 1080 pixels,1920 x 1080 Pixels,4.7 GHz core_i7,16 GB LPDDR4,2.8 GHz,512 GB SSD,Intel Iris Xe Graphics,Intel,,802.11ac,,,ASUS,UX325EA-XS74,UX325EA-XS74,,Windows 10 Pro,2.45 pounds,11.98 x 7.99 x 0.55 inches,,Black,Intel,1,DDR4 SDRAM,512 GB,ESATA,No Optical Drive,,4 Lithium Ion batteries required. (included)
200,B0B79Q5266,"Lenovo IdeaPad Slim 9i 14"" UHD (3840 x 2160) Touchscreen Fingerprint Reader Laptop, Intel EVO Core i7-1195G7 2.90, 16GB RAM, 512GB NVMe SSD, Backlit Keyboard, Windows 11 Home, EAT Mouse Pad",$912.00,"July 22, 2022",14,,3840 x 2160 Pixels,2.9 GHz core_i7_family,16 GB DDR4,4266 MHz,512 GB SSD,Intel Iris Xe Graphics,Intel,Integrated,"Bluetooth, 802.11ax",,10 Hours,Lenovo,82D,Intel,PC,Windows 11 Home,7.5 pounds,12.52 x 10.79 x 0.75 inches,,16GB RAM | 512GB SSD,Intel,4,DDR4 SDRAM,,Solid State,NO,AC & Battery,
200,B096R2NRNJ,"Dell G15 5511 Gaming Laptop - 15.6 inch FHD 120Hz Display - Intel Core i5-11260H, 8GB DDR4 RAM, 256GB SSD, NVIDIA GeForce RTX 3050 4GB GDDR6, Windows 11 Home - Dark Shadow Grey",,"June 10, 2022",15.6 Inches,,1920x1080 Pixels,2.6 GHz core_i5,16 GB SO-DIMM,4.1 GHz,256 GB SSD,,Intel,RTX 3050,802.11ax,3,,Dell,G15,5511,,Windows 11 Home,8.38 pounds,,,,Intel,6,SODIMM,12 MB,,,Battery Powered,
200,B096D7X3F5,"2021 Newest HP 14"" FHD Laptop for Business and Student, Intel Core i3-1005G1(Beat i5-7200U), 8GB DDR4 RAM, 256GB SSD, Bluetooth, Webcam, HDMI, WiFi, Backlit Keyboard, USB-C, Win10 S,Silver+AllyFlex MP",$399.00,"May 21, 2020",14 Inches,1920 x 1080 pixels,1920 x 1080 Pixels,1.2 GHz core_i3_1005g1,8 GB DDR4,3.4 GHz,256 GB SSD,Intel UHD Graphics,Intel,Integrated,801.11ac,3,10 Hours,HP,HP 14 i3,HP 14 i3,PC,Windows 10 S,3.3 pounds,12.8 x 8.9 x 0.8 inches,,Silver Premier Screen,Intel,2,DDR4 SDRAM,256 GB,Solid State,,AC & Battery,1 Lithium Ion batteries required. (included)
